Date,Open,High,Low,Close,Volume,Symbol,YTD Gains
2002-12-31,4.275000095367432,4.37624979019165,4.211249828338623,4.25,16780000,GILD,0.0
2003-01-02,4.25,4.375,4.246250152587891,4.361249923706055,21183200,GILD,0.02617645263671875
2003-01-03,4.356249809265137,4.46750020980835,4.34499979019165,4.43874979019165,19688800,GILD,0.044411715339211844
2003-01-06,4.43625020980835,4.59375,4.417500019073486,4.5625,26212800,GILD,0.07352941176470584
2003-01-07,4.551249980926514,4.587500095367432,4.445000171661377,4.545000076293945,22567200,GILD,0.069411782657399
2003-01-08,4.587500095367432,4.588749885559082,4.341249942779541,4.34499979019165,22393600,GILD,0.022352891809800157
2003-01-09,4.377500057220459,4.523749828338623,4.375,4.478750228881836,18644000,GILD,0.05382358326631431
2003-01-10,4.460000038146973,4.631249904632568,4.383749961853027,4.627500057220459,19313600,GILD,0.08882354287540206
2003-01-13,4.65500020980835,4.721250057220459,4.622499942779541,4.711249828338623,16394400,GILD,0.10852937137379359
2003-01-14,4.698750019073486,4.75124979019165,4.602499961853027,4.735000133514404,16760000,GILD,0.11411767847397747
2003-01-15,4.733749866485596,4.768750190734863,4.543749809265137,4.631249904632568,16696000,GILD,0.0897058599135454
2003-01-16,4.644999980926514,4.797500133514404,4.642499923706055,4.75,25699200,GILD,0.11764705882352944
2003-01-17,4.614999771118164,4.716249942779541,4.542500019073486,4.543749809265137,27116800,GILD,0.06911760218003216
2003-01-21,4.553750038146973,4.586249828338623,4.477499961853027,4.485000133514404,19090400,GILD,0.05529414906221275
2003-01-22,4.46999979019165,4.559999942779541,4.428750038146973,4.473750114440918,22470400,GILD,0.05264708575080412
2003-01-23,4.50124979019165,4.541250228881836,4.382500171661377,4.491250038146973,17024800,GILD,0.05676471485811119
2003-01-24,4.521249771118164,4.538750171661377,4.318749904632568,4.367499828338623,20812000,GILD,0.027647018432617188
2003-01-27,4.364999771118164,4.432499885559082,4.304999828338623,4.362500190734863,19677600,GILD,0.026470633114085373
2003-01-28,4.369999885559082,4.482500076293945,4.287499904632568,4.471250057220459,14251200,GILD,0.05205883699304925
2003-01-29,4.46750020980835,4.603750228881836,4.383749961853027,4.533750057220459,29707200,GILD,0.06676471934599038
2003-01-30,4.539999961853027,4.668749809265137,4.539999961853027,4.579999923706055,33582400,GILD,0.0776470408720129
2003-01-31,4.493750095367432,4.567500114440918,4.349999904632568,4.362500190734863,48307200,GILD,0.026470633114085373
2003-02-03,4.386250019073486,4.387499809265137,4.232500076293945,4.316249847412109,35530400,GILD,0.015588199391084467
2003-02-04,4.303750038146973,4.303750038146973,4.125,4.182499885559082,27248800,GILD,-0.015882379868451313
2003-02-05,4.210000038146973,4.295000076293945,4.151249885559082,4.182499885559082,23584000,GILD,-0.015882379868451313
2003-02-06,4.175000190734863,4.289999961853027,4.152500152587891,4.206250190734863,19242400,GILD,-0.010294072768267437
2003-02-07,4.21999979019165,4.28125,4.148749828338623,4.227499961853027,19376000,GILD,-0.005294126622817141
2003-02-10,4.233749866485596,4.318749904632568,4.191249847412109,4.28249979019165,21386400,GILD,0.007647009456858811
2003-02-11,4.368750095367432,4.411250114440918,4.288750171661377,4.377500057220459,35326400,GILD,0.030000013463637343
2003-02-12,4.322500228881836,4.375,4.252500057220459,4.255000114440918,17904800,GILD,0.0011764975155101887
2003-02-13,4.275000095367432,4.275000095367432,4.011250019073486,4.083749771118164,60876000,GILD,-0.03911770091337319
2003-02-14,4.107500076293945,4.131249904632568,4.025000095367432,4.125,18796000,GILD,-0.02941176470588236
2003-02-18,4.048749923706055,4.096250057220459,3.9600000381469727,4.037499904632568,41393600,GILD,-0.05000002243939572
2003-02-19,4.045000076293945,4.117499828338623,4.006249904632568,4.045000076293945,18345600,GILD,-0.04823527616613055
2003-02-20,4.0625,4.074999809265137,3.9049999713897705,4.047500133514404,34747200,GILD,-0.04764702740837545
2003-02-21,4.056250095367432,4.197500228881836,4.039999961853027,4.197500228881836,37500800,GILD,-0.012352887321920969
